Username,Text,Bot,hasCyrillicUsername,usernameEntropy,hasFemaleNameInUsername,hasEmojis,endsWithEmojis,wordCount,isShortComment,hasFlaggedEmoji,flaggedEmojiCount,isDuplicateComment,hasCommonBotPhrases,commonBotPhrasesCount,hasTimeStamp,exclamationCount,punctuationClusters
Thiago Andrade,Nice vídeo shakira good﻿,0,0,0.8571428571428571,1,0,0,4,1,0,0,0,0,0,0,0,0
Abdullah Fawzi,"coby this USL and past :<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX<br />delete space after y﻿",1,0,0.8571428571428571,1,0,0,13,0,0,0,0,0,0,0,0,0
Abdullah Fawzi,"see this<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX﻿",1,0,0.8571428571428571,1,0,0,5,0,0,0,0,0,0,0,0,0
Nash Alema,Waka waka﻿,0,0,0.9,1,0,0,2,1,0,0,0,0,0,0,0,0
Russian soldier sniper,she is beautiful but it is not American!﻿,0,0,0.5909090909090909,0,0,0,8,0,0,0,0,0,0,0,1,0
Toby Bywater,Thumbs up if your watching in 2015﻿,1,0,0.9166666666666666,1,0,0,7,0,0,0,0,0,0,0,0,0
Mohammed Yousef,ILOVETHISSONG﻿,0,0,0.8,0,0,0,1,1,0,0,0,0,0,0,0,0
JH Simene,Subscribe me please. i&#39;ll promise i&#39;ll sub back﻿,1,0,0.8888888888888888,0,0,0,8,0,0,0,0,0,0,0,0,0
MmmHmmm,Lamest World Cup song ever! This time FOR Africa? You mean IN Africa. It wasn&#39;t a Live Aid event or something. She made it seem like a charity case for them instead of a proud moment. Where was Ricky Martin when you needed him! SMH﻿,0,0,0.42857142857142855,0,0,0,45,0,0,0,0,0,0,0,2,0
Angelica Figueroa,My friend Sam loves this song😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊﻿,0,0,0.7647058823529411,1,1,0,6,0,0,0,0,0,0,0,0,0
Syed Akbar Ali,Check out this video on YouTube:﻿,1,0,0.8571428571428571,1,0,0,6,0,0,0,0,0,0,0,0,0
Oreoluwa Ajjayi,I love you﻿,0,0,0.8666666666666667,0,0,0,3,1,0,0,0,0,0,0,0,0
Eric Gonzalez,"To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!﻿",0,0,0.9230769230769231,0,0,0,34,0,0,0,0,0,0,0,4,1
‫كيكه وستايلي فيكه كيكه وستايلي فيكه‬‎,ILove shakira ﻿,0,0,0.34210526315789475,0,0,0,3,1,0,0,0,0,0,0,0,0
Tierra Carbon,It was  cool   the best   song ever  ﻿,0,0,0.7692307692307693,0,0,0,8,0,0,0,0,0,0,0,0,0
Lala Ella,OMG LISTEN TO THIS ITS SOO GOOD!! :D﻿,0,0,0.5555555555555556,1,0,0,8,0,0,0,0,0,0,0,2,1
Alexander Solli,My uncle said he will stop smoking if this comment gets 500 likes! Please like this comment! Thanks.﻿,1,0,0.8,1,0,0,18,0,0,0,0,0,0,0,2,0
Arvind Pandey,nice song﻿,0,0,0.8461538461538461,1,0,0,2,1,0,0,0,0,0,0,0,0
Abdou Abdou,waka waka﻿,0,0,0.5454545454545454,0,0,0,2,1,0,0,0,0,0,0,0,0
MOHAMED THASLEEM,super music﻿,0,0,0.625,1,0,0,2,1,0,0,0,0,0,0,0,0
Haolin Tan,How could 108k people dislike this song or video﻿,0,0,0.8,1,0,0,9,0,0,0,0,0,0,0,0,0
Lupitaochoa Dieciseis,Love it!!!!!!!!!!!!!!!!💜﻿,0,0,0.6190476190476191,0,1,0,2,1,1,1,0,0,0,0,16,1
Carmen W,I swear Shakira keeps getting more and more gorgeous! She definitely looks more gorgeous with her hair this way than super curly.﻿,0,0,1.0,1,0,0,22,0,0,0,0,0,0,0,1,0
Hamilton44,Youtube comments be like<br />This is so 5 years ago. ﻿,0,0,0.9,1,0,0,11,0,0,0,0,0,0,0,0,0
Leedl bagginshield,it pisses me off a bit that blank space has more views (868 mio) than this. meh ﻿,0,0,0.6666666666666666,1,0,0,18,0,0,0,0,0,0,0,0,0
Athena Gomez,Your the best♣♥﻿,0,0,0.9166666666666666,1,1,0,3,1,0,0,0,0,0,0,0,0
Athena Gomez,I love you  ;p﻿,0,0,0.9166666666666666,1,0,0,4,1,0,0,0,0,0,0,0,0
Anastasia Trevla,I love  Shakira !!!!!! ❤🎵🎶🎼🎸﻿,0,0,0.75,1,1,0,5,0,0,0,0,0,0,0,6,1
Jessica Onyekwere,"This song is special, because is a song for Africa  and I am an African ﻿",0,0,0.7647058823529411,1,0,0,16,0,0,0,0,0,0,0,0,0
GamingWith Kim,&lt;3 this song so much.SHAKIRA YOUR A REALLY GOOD ARTIST.﻿,0,0,0.7857142857142857,1,0,0,10,0,0,0,0,0,0,0,0,0
Raphael Lipusch,I love shakira<br />❤❤❤❤﻿,0,0,0.8,0,1,0,4,1,0,0,0,0,0,0,0,0
rtfamily,"Definitley the song for 2010 when im not listening to gypsy SHAKIRA ROCKS<br /><span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/101721377578919894134"" oid=""101721377578919894134"">shakiraVEVO</a></span>﻿",1,0,1.0,1,0,0,19,0,0,0,0,0,0,0,0,0
KAM IL,I remember that torunament like it was today.﻿,0,0,1.0,0,0,0,8,0,0,0,0,0,0,0,0,0
Madalynn Miller,Thank you. Please give your email. ﻿,1,0,0.6666666666666666,1,0,0,7,0,0,0,0,0,0,0,0,0
ashwini praveena,beautiful﻿,0,0,0.6875,1,0,0,1,1,0,0,0,0,0,0,0,0
Karol Martinez Restrepo Martinez,Like﻿,0,0,0.46875,1,0,0,1,1,0,0,0,0,0,0,0,0
Hidayet Özsoy,"Shakira you are so beautiful. You are lovely, lively.. We love you.﻿",0,0,0.9230769230769231,1,0,0,12,0,0,0,0,0,0,0,0,0
Рустем Ахметов,GREAT!!!﻿,0,1,0.7857142857142857,0,0,0,1,1,0,0,0,0,0,0,3,1
Orlando Saeroon,Best World Cup Song﻿,0,0,0.6666666666666666,0,0,0,4,1,0,0,0,0,0,0,0,0
redouane najja,Fuck it was the best ever 0687119038 nummber of patrik kluivert his son share !﻿,1,0,0.6428571428571429,0,0,0,15,0,0,0,0,0,0,0,1,0
Manish Ray,This song is so beauty,0,0,0.9,1,0,0,5,0,0,0,0,0,0,0,0,0
Misako Detenamo,I heard this when I was only 6 years old and I still love it﻿,0,0,0.8,1,0,0,15,0,0,0,0,0,0,0,0,0
Naseeb Jan,nice song﻿,0,0,0.8,1,0,0,2,1,0,0,0,0,0,0,0,0
Martis Zelvis,waka waka:-):-):-)﻿,0,0,0.8461538461538461,1,0,0,2,1,0,0,0,0,0,0,0,0
alejandro rojas,Oh my god go to 1 billion of replay i love shakira﻿,0,0,0.6666666666666666,1,0,0,12,0,0,0,0,0,0,0,0,0
Dunrell Pinder,i love her﻿,0,0,0.7142857142857143,0,0,0,3,1,0,0,0,0,0,0,0,0
Angie Vazquez,I love this song &amp;I love shakira&lt;333♡♡♡♡♡♡♡♡♡♡♡《33☆☆☆﻿,0,0,0.8461538461538461,1,0,0,7,0,0,0,0,0,0,0,0,0
Hermen De Greef,Yea stil the best WK song ever<br />Thumbs up of you think the same<br />﻿,1,0,0.6,0,0,0,15,0,0,0,0,0,0,0,0,0
bilal bilo,I liked<br />﻿,0,0,0.6,0,0,0,3,1,0,0,0,0,0,0,0,0
twee gekkos,I like this song ﻿,0,0,0.7272727272727273,0,0,0,5,0,0,0,0,0,0,0,0,0
Robin Turnbull,i like it :)﻿,0,0,0.7142857142857143,1,0,0,4,1,0,0,0,0,0,0,0,0
Jobs Ho 何祯喬,Waka waka !!!﻿,0,0,0.8181818181818182,0,0,0,3,1,0,0,0,0,0,0,3,1
Lucia Scarlet,Amazing song﻿,0,0,0.8461538461538461,1,0,0,2,1,0,0,0,0,0,0,0,0
Wiki Smolinska,Cool song ﻿,0,0,0.7857142857142857,1,0,0,3,1,0,0,0,0,0,0,0,0
black tiger,i love u  shakira﻿,0,0,1.0,0,0,0,4,1,0,0,0,0,0,0,0,0
Octavia W,Waka waka ﻿,0,0,0.8888888888888888,1,0,0,3,1,0,0,0,0,0,0,0,0
Elena Macchiaverna,this song sucks﻿,0,0,0.6666666666666666,1,0,0,3,1,0,0,0,0,0,0,0,0
The Emerald Minecraft,Lol I love this song﻿,0,0,0.7619047619047619,1,0,0,5,0,0,0,0,0,0,0,0,0
Shakira Forever,Shakira﻿,0,0,0.7333333333333333,1,0,0,1,1,0,0,0,0,0,0,0,0
AlabaGames,Subscribe my channel  I RECORDING FIFA 15 GOALS WATCH NOW :D﻿,1,0,0.8,0,0,0,11,0,0,0,0,0,0,0,0,0
Tillolo79,Wow...5 years<br />﻿,0,0,0.6666666666666666,0,0,0,3,1,0,0,0,0,0,0,0,0
Free Video Tv,subscribe to me and I wil subscribe to you back﻿,1,0,0.7692307692307693,1,0,0,10,0,0,0,0,0,0,0,0,0
Olda87 CZ,You best singer﻿,0,0,1.0,0,0,0,3,1,0,0,0,0,0,0,0,0
Дмитрий Гаврилов,5 years soon!﻿,0,1,0.75,0,0,0,3,1,0,0,0,0,0,0,1,0
Berthe Etale Bengue,Like﻿,0,0,0.631578947368421,1,0,0,1,1,0,0,0,0,0,0,0,0
liliana ciancio,Wanderfol is love or miusic﻿,0,0,0.4666666666666667,1,0,0,5,0,0,0,0,0,0,0,0,0
Diego Donzelli,waka waka﻿,0,0,0.6428571428571429,1,0,0,2,1,0,0,0,0,0,0,0,0
Debora Favacho (Debora Sparkle),BEST SONG EVER X3333333333﻿,0,0,0.5483870967741935,1,0,0,4,1,0,0,0,0,0,0,0,0
林思鳳,"Very pleasant to hear, haha, good.﻿",0,0,1.0,0,0,0,6,0,0,0,0,0,0,0,0,0
Mahya Roohi,love!!!!﻿,0,0,0.7272727272727273,0,0,0,1,1,0,0,0,0,0,0,4,1
strong heart,wow,0,0,0.8333333333333334,0,0,0,1,1,0,0,0,0,0,0,0,0
Ec Martinez,Waka waka eh eh﻿,0,0,1.0,1,0,0,4,1,0,0,0,0,0,0,0,0
Napoleon Maldia,Cutie girl and beautiful song,0,0,0.7333333333333333,0,0,0,5,0,0,0,0,0,0,0,0,0
Camila Rodrigues,Love you shkira﻿,0,0,0.875,1,0,0,3,1,0,0,0,0,0,0,0,0
Trollsif Stalin,"I believe that soccer promotes terrorism. Bad choice, Shakira.﻿",0,0,0.8,1,0,0,9,0,0,0,0,0,0,0,0,0
Ayano Hattori,I loved this song when I was in my teenage years!﻿,0,0,0.7692307692307693,1,0,0,11,0,0,0,0,0,0,0,1,0
John Wilkie,Lip synch is terrible﻿,0,0,0.9090909090909091,0,0,0,4,1,0,0,0,0,0,0,0,0
Lili♥,"Shakira is different :) She is so happy all the time and she is spending for Africa :)<br />She can dance , sing and she speaks 4 languages﻿",0,0,0.8,1,0,0,28,0,0,0,0,0,0,0,0,0
Lucas Bonini,Gusttavo Lima Você não me conhece <br />Check out﻿,1,0,0.8333333333333334,0,0,0,9,0,0,0,0,0,0,0,0,0
ibrahim kula,Best world cup offical song﻿,0,0,0.8333333333333334,1,0,0,5,0,0,0,0,0,0,0,0,0
THE GAMER OF TOMORROW,5 years ago damn ﻿,0,0,0.5238095238095238,0,0,0,5,0,0,0,0,0,0,0,0,0
Basanagowda Policepatil,Very nice,0,0,0.6956521739130435,1,0,0,2,1,0,0,0,0,0,0,0,0
Ruchira Naidu,"Help shakira&#39;s waka waka be the first song by a female artist to reach 1 billion views.<br />(dark horse is ahead by roughly 100 million more views, and roar has only 50 million more views)<br /><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0"">https://www.youtube.com/watch?v=pRpeEdMmmQ0</a>﻿",1,0,0.7692307692307693,1,0,0,37,0,0,0,0,0,0,0,0,0
Play Now,like me﻿,0,0,1.0,0,0,0,2,1,0,0,0,0,0,0,0,0
vimal singhania,SHAKIRA SONG WAKA WAKA﻿,0,0,0.6666666666666666,1,0,0,4,1,0,0,0,0,0,0,0,0
Dara O,So underrated better<br />Than  Katy perry :/ but in not saying Katy is bad but she has no meaning to her songs. Shakira has<br />Meaningful songs these are the songs which bring memories and vibe&#39;s. I will miss it.   <br />   ﻿,0,0,0.8333333333333334,1,0,0,42,0,0,0,0,0,0,0,0,0
Samuel Hsu,I love this song and expect the World Cup .﻿,0,0,0.9,1,0,0,10,0,0,0,0,0,0,0,0,0
Matheus Ribeiro,Good times ...﻿,0,0,0.8666666666666667,0,0,0,3,1,0,0,0,0,0,0,0,0
LiveLikeLien x,"It makes me happy instantly, and makes me forgot everything bad happening!﻿",0,0,0.5714285714285714,1,0,0,12,0,0,0,0,0,0,0,1,0
LiveLikeLien x,Love this song so much! One of my faves! Xxx﻿,0,0,0.5714285714285714,1,0,0,10,0,0,0,0,0,0,0,2,0
Kalle Eklund,"Hi, nice song Shakira! (Sorry for bad Brazilian)﻿",0,0,0.8333333333333334,0,0,0,8,0,0,0,0,0,0,0,1,0
Mohamed Anhari,BEST SONG! GO SHAKI :D﻿,0,0,0.8571428571428571,0,0,0,5,0,0,0,0,0,0,0,1,0
SmokinBlue,THIS IS SHIT AND SOOOOO AUTOTUNED﻿,0,0,1.0,0,0,0,6,0,0,0,0,0,0,0,0,0
Tomke Brate,....I stil lisening this :)﻿,0,0,0.9090909090909091,0,0,0,5,0,0,0,0,0,0,0,0,0
KILLER SVK,sexy shakira﻿,0,0,0.8,0,0,0,2,1,0,0,0,0,0,0,0,0
LaiLa Steudle,I love you Shakiria!!!!!!﻿,0,0,0.7692307692307693,1,0,0,4,1,0,0,0,0,0,0,6,1
LaiLa Steudle,Me and my aunt love this song!!!!!﻿,0,0,0.7692307692307693,1,0,0,7,0,0,0,0,0,0,0,5,1
nosa bella,I subscribed it<br />﻿,1,0,0.8,1,0,0,4,1,0,0,0,0,0,0,0,0
C Williams,Check out this playlist on YouTube<br />﻿,1,0,0.8,1,0,0,7,0,0,0,0,0,0,0,0,0
Lizle Productions,Top three Shakira songs (my choice) <br /><br />1- Waka Waka (it&#39;s time for Africa)<br /><br />2- Can&#39;t remember to forget you <br /><br />3- Empire<br /><br />Like this comment if u like Shakira ﻿,1,0,0.8823529411764706,1,0,0,35,0,0,0,0,0,0,0,0,0
gamila Khalil,Check out this video on YouTube:﻿,1,0,0.6153846153846154,1,0,0,6,0,0,0,0,0,0,0,0,0
Nancy Kiragu,Check out this playlist on YouTube:Central ﻿,1,0,0.9166666666666666,1,0,0,7,0,0,0,0,0,0,0,0,0
RezAIIDay,"If you could take time &amp; spare a min to read this, then thank you. <br /><br />Im a rapper, if we&#39;re gonna be honest theres thousands maybe even millions<br /><br />of those in the world but not too many with ambition, dedication &amp; passion.<br /><br />I don&#39;t have money for huge YouTube advertisements or incredible music videos<br /><br />so all im left with is comments to expose my music.<br /><br />If you could take a moment and give me a chance ill make you a believer<br /><br />I would love? nothing more than a loyal following on YouTube. For anyone who <br /><br />Reads this could you press the &quot;THUMBS UP&quot;  others will see it.<br /><br />Doing so will help me push closer to my dream :) Thank You﻿",1,0,0.8888888888888888,1,0,0,130,0,0,0,0,0,0,0,0,0
GALAXIAN HD,please visit my channel﻿,1,0,0.8181818181818182,0,0,0,4,1,0,0,0,0,0,0,0,0
‫انس الغامدي‬‎,Pleas subscribe my channel GamezZMTA﻿,1,0,0.8571428571428571,0,0,0,5,0,0,0,0,0,0,0,0,0
GamezZ MTA,Pleas subscribe my channel﻿,1,0,1.0,0,0,0,4,1,0,0,0,0,0,0,0,0
joory amora,Pleas subscribe GamezZ MTA my channel<br />﻿,1,0,0.6363636363636364,1,0,0,7,0,0,0,0,0,0,0,0,0
Simon Morales,"cool song check out my animal trafficking petition.<br /><a href=""http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick"">http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick</a>﻿",1,0,0.9230769230769231,1,0,0,10,0,0,0,0,0,0,0,0,0
Felipe Browne,Check out this video on YouTube: ﻿,1,0,0.8461538461538461,0,0,0,7,0,0,0,0,0,0,0,0,0
CliP ArT shoW,Subscribe and Win a CAP<br />       ☆☆☆☆☆﻿,1,0,0.9230769230769231,0,0,0,7,0,0,0,0,0,0,0,0,0
Pauline Martinez,Check out this playlist on YouTube:﻿,1,0,0.75,1,0,0,6,0,0,0,0,0,0,0,0,0
Hawa Bah,Hey guys love this but check out this girl name cause she knows how to dance so search up ej ba dancing.﻿,1,0,0.75,0,0,0,22,0,0,0,0,0,0,0,0,0
Si Ham,"if you want to win money at hopme click here <a href=""https://www.paidverts.com/ref/sihaam01"">https://www.paidverts.com/ref/sihaam01</a> it&#39;s work 100/100﻿",1,0,1.0,0,0,0,15,0,0,0,0,0,0,0,0,0
GALAXIAN HD,i am from Brazil please subscribe my channel love you all﻿,1,0,0.8181818181818182,0,0,0,11,0,0,0,0,0,0,0,0,0
Robloxia Asap,Could Spanish people understand this?<br /><br />Any way&#39;s I how you doing subscribe to me I brake things<br /><br />-_-﻿,1,0,0.8461538461538461,0,0,0,20,0,0,0,0,0,0,0,0,0
How To,PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ﻿,1,0,0.8333333333333334,0,0,0,5,0,0,0,0,0,0,0,0,0
mariam shoja,Check out this video on YouTube:﻿,1,0,0.75,1,0,0,6,0,0,0,0,0,0,0,0,0
Marius Dima,"New way to make money easily and spending 20 minutes daily --&gt; <a href=""https://www.paidverts.com/ref/Marius1533"">https://www.paidverts.com/ref/Marius1533</a>﻿",1,0,0.8181818181818182,1,0,0,14,0,0,0,0,0,0,0,0,0
Jet Lee,There are beautiful songs please subscribe﻿,1,0,0.7142857142857143,1,0,0,6,0,0,0,0,0,0,0,0,0
500 Subscribers with no videos?,Can this channel get 500+ subscribers? You can make that happen :D﻿,1,0,0.6129032258064516,1,0,0,12,0,0,0,0,0,0,0,0,0
Ali Reza Nipu,"I really love watching football and also I’ve started off making income with out financial risk from acquiring bonus deals. It’s this weird technique where you wager on something with one bookmakers and bet against it on Betfair. You secure the bonus as income . A chap named Jim Vanstone is finding the wagers free on his own website Vanstone Secrets (Google it!). I’ve made about 500 quid thus far. And it is cost-free. I guess the bookies pay him to obtain new consumers, yet this actually works.",1,0,0.8461538461538461,1,0,0,88,0,0,0,0,0,0,0,1,0
angela pollman,and how many subscribers compared to her over a million,1,0,0.6428571428571429,1,0,0,10,0,0,0,0,0,0,0,0,0
mile panika,"I absolutely adore watching football plus I’ve started earning income with out risk from claiming bonus deals. It’s a weird technique where you put money on something with one bookmakers and put money against it on Betfair. You acquire the bonus as income . A lad named Jim Vanstone is selecting the wagers free on his website Vanstone Secrets (Google it!). I have generated about 600 quid so far. And it’s free. I assume the bookmakers pay him to get new men and women, but it succeeds.",1,0,0.8181818181818182,0,0,0,87,0,0,0,0,1,1,0,1,0
AllDailyVines,hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,1,0,0.7692307692307693,1,1,0,12,0,0,0,0,0,0,0,0,0
prem kumar,"Hi there, have you heard about DribbleProShot? Just do a search on Google. On their web site you can watch a smart free video featuring the best way to significantly boost your football aka soccer skills in no time... It turned Nick into a much better football or soccer player...His team mates were definitily amazed! I hope it will help you also...",1,0,0.8,0,0,0,62,0,0,0,0,0,0,0,1,0
rijia babu,"Hey, have you tried &quot;DribblePROshot&quot; yet? Just do a search on Google. On their website you will find a useful free video demonstrating the right way to enormously improve your soccer or football skills in no time... It transformed Fausto into a substantially better football/soccer player...to the amazement of his team mates. Hopefully it works for you too.",1,0,0.7,1,0,0,58,0,0,0,0,0,0,0,0,0
lildeneiro,"Still amazing this song!! I did a French Kpop Parody. Please come on my Channel to watch it. Share, suscribe, comment Thanks",1,0,0.7,1,0,0,22,0,0,0,0,0,0,0,2,1
real money, subscribe to my feed,1,0,0.9,0,0,0,4,1,0,0,0,0,0,0,0,0
AllDailyVines,:D subscribe to me for daily vines,1,0,0.7692307692307693,1,0,0,7,0,0,0,0,0,0,0,0,0
celebsongspoof,"Hey guys whats up? I found this app that lets you get free gift card vouchers like psn cards,X-box live cards and even amazon gift cards. For free! All you have to do is  simply just download the app from the app store. It is called juno wallet. All you have to do is just sign up for the app and then complete a few surveys or just download some other free apps and you get money like 10 cents. Also, if you type in the code IM2458444. You will also start off with $0.25 free!! ",1,0,0.7142857142857143,1,0,0,96,0,0,0,0,0,0,0,3,1
Laura Brown,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Duzafizz . Singlewave . Spourmo . Burder . Colorful . Claster . Incandescent . Ambitious . Winooze . Absorbing . Macabre . Crestboot . Boxium . Womanly . Tan . Ybuwyn . Forgetful . Pepelexa . Zealous",1,0,0.8181818181818182,1,0,0,80,0,0,0,0,1,1,0,3,0
FreshisYummy,Waka Waka!:D   Check out my new HALLOWEEN VIDEO!:),1,0,0.8333333333333334,0,0,0,8,0,0,0,0,0,0,0,2,0
Ferdi David,we are 14 year old boys we are trying to enter in the music industry Maybe we are just a dreamers but we are not the? only one. Please give us one chance to prove ourself to you. we know these things are annoying as hell we are sorry? about that. But we do anything to get music heard. Please visit our channel subscribe if you like and thumb this comment up so everyone can see we have made a song called: I Wanna Play A Game please take a look on our channel Thankss!!!,1,0,0.8181818181818182,1,0,0,95,0,0,0,0,0,0,0,3,1
Ishfaq khan, plz i wilsubscribe me frndzzl subscribe u back,1,0,0.8181818181818182,0,0,0,8,0,0,0,0,0,0,0,0,0
Derek Moya,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the fragile swim enlist the person? How does the ice audit the frequent son? The fantastic chance describes the rate.",1,0,0.9,1,0,0,63,0,0,0,0,0,0,0,3,0
VideoPro,SUBSCRIBE ME AND I REQUITE,1,0,0.875,1,0,0,5,0,0,0,0,0,0,0,0,0
James Cook,"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1,0,0.9,0,0,0,83,0,0,0,0,0,0,0,2,0
Mayla Stephens,I love this!!!!! This is one of my fave songs now and I just subscribed :) :) :),1,0,0.8571428571428571,1,0,0,18,0,0,0,0,0,0,0,5,1
Scott Johnson,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the statement conciliate the acidic stretch? The earth recognizes the money. When does the numberless number transport the trade?",1,0,0.6923076923076923,0,0,0,62,0,0,0,0,0,0,0,3,0
HowToMakeALotOfMoneyFast,How To Make A Lot Of Money Fast,1,0,0.7083333333333334,1,0,0,8,0,0,0,0,0,0,0,0,0
link chick,visit &quot; ww estiloproduction com &quot; best website to make money,1,0,0.7,1,0,0,11,0,0,0,0,0,0,0,0,0
BloggerGaming2229,Message :   GTA V  $20  FIFA 14 $15  PS4  $200  Galaxy S4 mini $250  Ipad 4   $200  visit the site hh.nl,1,0,0.7647058823529411,1,0,0,21,0,0,0,0,0,0,0,0,0
James Cook,"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1,0,0.9,0,0,0,83,0,0,0,0,0,0,0,2,0
Steven Slater,Being paid to respond to fast paid surveys from home has enabled me to give up working and make more than 4500 bucks monthly.  To read more go to this web site bit.ly\1bSefQe,1,0,0.6923076923076923,1,0,0,33,0,0,0,0,0,0,0,0,0
James Cook,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1,0,0.9,0,0,0,87,0,0,0,0,0,0,0,2,0
Louis Bryant,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The meat discusss the successful memory. How does the peaceful unit arbitrate the guide? The addition designs the worried loss.",1,0,1.0,1,0,0,61,0,0,0,0,0,0,0,3,0
Louis Bryant,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mother approve the axiomatic insurance? The fear appoints the roll. When does the space prepare the historical shame?",1,0,1.0,1,0,0,62,0,0,0,0,0,0,0,3,0
Louis Bryant,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The plausible summer submits the behavior. When does the grass check the peaceful seat? The country strategizes the edge.",1,0,1.0,1,0,0,60,0,0,0,0,0,0,0,3,0
The NeedleWork,Check out my channel :),1,0,0.7857142857142857,0,0,0,5,0,0,0,0,0,0,0,0,0
high tems,subscribe  my,1,0,0.8888888888888888,0,0,0,2,1,0,0,0,0,0,0,0,0
James Cook,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1,0,0.9,0,0,0,87,0,0,0,0,0,0,0,2,0
Merabi Mazmaniani,Please visit this Website: oldchat.tk,1,0,0.5882352941176471,1,0,0,5,0,0,0,0,0,0,0,0,0
Merabi Mazmaniani,Please visit this Website: oldchat.tk,1,0,0.5882352941176471,1,0,0,5,0,0,0,0,0,0,0,0,0
Anderson St. Martin,"Hello everyone my name&#39;s Anderson and i&#39;m a singer. not expecting to buy subscribers with words BUT to gain them with my voice. I might not be the best but my voice is different (in a good way) and i&#39;ll work harder than anyone out there to get better, &#39;cuz &quot;yeah&quot; i have a dream  a HUGE one, (who doesn&#39;t?) so please take 3 minutes of your time to check out my covers. Give me a chance you won&#39;t regret it If you feel like subscribing that&#39;d be awesome and it&#39;d mean the world to me THANK YOU SO MUCH",1,0,0.7368421052631579,1,0,0,100,0,0,0,0,0,0,0,0,0
latrell brown,Check Out Daneja Good Girl,1,0,0.7692307692307693,0,0,0,5,0,0,0,0,0,0,0,0,0
